loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
750,5,Not Graduate,No,392000,2173000,15,549,1200000,573000,90000,380000,Rejected
751,1,Graduate,No,705000,1757000,15,725,2430000,1398000,2471000,711000,Approved
752,4,Graduate,Yes,576000,1708000,20,584,1607000,906000,1451000,1149000,Rejected
753,2,Graduate,Yes,362000,891000,20,743,149000,521000,262000,40000,Approved
754,0,Not Graduate,No,2651000,5000000,20,616,7206000,2995000,8211000,966000,Approved
755,2,Graduate,No,2234000,5000000,15,561,2598000,437000,4515000,3882000,Rejected
756,2,Graduate,No,1465000,4795000,15,614,4950000,2165000,3064000,1601000,Approved
757,4,Not Graduate,No,385000,2366000,15,427,194000,151000,423000,766000,Rejected
758,2,Not Graduate,No,1220000,5000000,25,640,726000,3037000,1995000,1688000,Approved
759,0,Graduate,No,1061000,5000000,15,636,934000,208000,3740000,1550000,Approved
760,4,Graduate,No,933000,3023000,20,720,2529000,177000,629000,1101000,Approved
761,2,Not Graduate,No,1577000,5000000,20,490,3760000,3104000,3994000,132000,Rejected
762,1,Graduate,No,1058000,5000000,25,749,2780000,268000,1001000,1926000,Approved
763,4,Not Graduate,Yes,1132000,5000000,15,720,1622000,1146000,2077000,1211000,Rejected
764,0,Graduate,Yes,1059000,3301000,15,756,3298000,2456000,2307000,72000,Approved
765,0,Graduate,No,874000,5000000,20,646,1510000,1722000,503000,401000,Approved
766,2,Not Graduate,No,220000,537000,10,736,160000,128000,89000,161000,Approved
767,2,Graduate,No,739000,4099000,20,525,2037000,464000,1469000,449000,Rejected
768,2,Graduate,Yes,488000,2253000,15,711,973000,723000,828000,51000,Approved
769,4,Graduate,Yes,305000,1068000,25,584,671000,371000,1126000,182000,Rejected
770,1,Not Graduate,No,2089000,5000000,20,510,3201000,610000,5896000,3756000,Approved
771,5,Graduate,No,2154000,5000000,5,554,5545000,854000,7749000,2581000,Rejected
772,0,Not Graduate,Yes,1694000,5000000,20,650,701000,3400000,6302000,1165000,Approved
773,0,Graduate,No,826000,5000000,20,580,1546000,712000,144000,183000,Rejected
774,1,Graduate,No,1684000,5000000,20,682,2807000,3364000,5947000,2551000,Approved
775,0,Not Graduate,No,706000,2705000,10,496,1898000,335000,2710000,1024000,Rejected
776,2,Not Graduate,No,799000,2257000,10,469,919000,1197000,1490000,44000,Approved
777,4,Not Graduate,No,344000,2579000,20,767,360000,434000,888000,684000,Approved
778,3,Graduate,No,906000,5000000,15,727,1199000,739000,1313000,515000,Approved
779,3,Graduate,No,728000,1595000,25,561,1338000,1108000,353000,409000,Rejected
780,0,Graduate,No,300000,1520000,15,650,291000,93000,337000,191000,Rejected
781,4,Graduate,No,677000,1703000,20,737,1685000,1450000,280000,1303000,Approved
782,1,Graduate,No,665000,3619000,15,686,905000,1236000,1329000,1124000,Approved
783,3,Graduate,No,2252000,5000000,20,663,3713000,1616000,5966000,2911000,Approved
784,3,Graduate,Yes,1252000,3126000,5,743,2610000,1816000,151000,1269000,Approved
785,0,Graduate,Yes,705000,4861000,15,588,1062000,1590000,700000,485000,Rejected
786,2,Graduate,No,823000,2941000,10,653,2094000,869000,319000,579000,Rejected
787,4,Graduate,No,720000,3779000,20,648,1728000,654000,2784000,493000,Rejected
788,1,Graduate,No,614000,3582000,15,627,1671000,1226000,1985000,1063000,Approved
789,3,Graduate,No,346000,2690000,20,617,683000,1000,76000,477000,Rejected
790,5,Graduate,No,635000,3151000,10,656,937000,1090000,2079000,535000,Rejected
791,1,Not Graduate,No,431000,3234000,20,653,407000,233000,1434000,857000,Rejected
792,1,Graduate,No,311000,1284000,20,561,528000,540000,1008000,123000,Approved
793,2,Not Graduate,Yes,976000,5000000,5,718,3019000,1068000,3441000,195000,Approved
794,3,Graduate,Yes,903000,3084000,5,567,621000,46000,1740000,693000,Rejected
795,2,Not Graduate,No,219000,1368000,15,631,217000,479000,226000,430000,Rejected
796,2,Not Graduate,Yes,646000,1635000,20,625,1569000,883000,2258000,63000,Approved
797,1,Not Graduate,No,1337000,5000000,25,680,2861000,1048000,4486000,278000,Approved
798,5,Not Graduate,No,1394000,5000000,10,470,4505000,2451000,1633000,998000,Rejected
799,4,Graduate,No,1364000,5000000,20,726,536000,1691000,3226000,2695000,Approved
800,2,Graduate,No,718000,3693000,20,592,2234000,63000,1631000,517000,Rejected
801,5,Graduate,No,404000,2257000,20,754,1059000,657000,809000,554000,Rejected
802,3,Graduate,No,346000,1263000,20,609,962000,839000,856000,600000,Rejected
803,5,Not Graduate,No,876000,5000000,25,646,1324000,486000,374000,1189000,Rejected
804,0,Not Graduate,No,896000,5000000,20,813,1150000,1933000,1678000,202000,Approved
805,1,Graduate,No,1616000,5000000,20,626,559000,2509000,1925000,549000,Approved
806,4,Graduate,Yes,1431000,4131000,15,755,4035000,279000,156000,794000,Approved
807,2,Graduate,Yes,642000,4825000,20,653,524000,1172000,1364000,1029000,Approved
808,1,Graduate,No,312000,839000,25,685,319000,344000,475000,503000,Approved
809,3,Graduate,Yes,569000,3286000,25,656,674000,1129000,1014000,217000,Approved
810,2,Graduate,No,806000,2111000,15,722,2485000,1281000,431000,636000,Approved
811,1,Not Graduate,No,614000,1766000,20,592,750000,4000,1272000,198000,Rejected
812,1,Graduate,No,481000,1021000,10,566,800000,152000,555000,468000,Rejected
813,2,Not Graduate,No,825000,3449000,20,596,2220000,727000,84000,627000,Rejected
814,0,Graduate,No,504000,2942000,15,658,1590000,607000,1584000,1000000,Approved
815,1,Graduate,No,465000,2385000,20,631,1317000,1084000,1185000,376000,Rejected
816,2,Graduate,No,857000,5000000,15,710,1725000,1761000,1850000,126000,Approved
817,3,Graduate,No,539000,3261000,5,761,165000,1080000,1362000,574000,Rejected
818,2,Graduate,No,820000,2330000,10,567,660000,1106000,1117000,1492000,Rejected
819,1,Not Graduate,No,836000,1960000,5,588,929000,194000,485000,644000,Approved
820,3,Graduate,No,334000,1921000,15,528,542000,623000,498000,550000,Rejected
821,0,Graduate,No,512000,3031000,20,823,747000,111000,1626000,442000,Approved
822,1,Graduate,No,1782000,5000000,20,676,3468000,407000,4406000,2064000,Approved
823,1,Graduate,Yes,329000,1143000,20,691,532000,210000,1048000,339000,Rejected
824,3,Graduate,No,177000,1215000,20,536,464000,408000,641000,311000,Rejected
825,0,Graduate,No,209000,513000,15,650,98000,392000,224000,242000,Approved
826,2,Graduate,No,713000,4131000,20,693,2483000,137000,2614000,563000,Rejected
827,2,Not Graduate,Yes,714000,1944000,20,629,2140000,1640000,1916000,1104000,Approved
828,3,Graduate,No,648000,3840000,10,741,889000,1269000,1482000,96000,Approved
829,3,Graduate,No,1541000,5000000,20,847,2419000,2326000,3178000,896000,Approved
830,4,Graduate,No,123000,776000,20,569,416000,39000,237000,75000,Rejected
831,3,Graduate,No,905000,2093000,20,563,2982000,724000,351000,1049000,Approved
832,1,Graduate,No,1931000,5000000,20,575,3009000,1452000,605000,3238000,Rejected
833,1,Not Graduate,No,336000,964000,10,787,165000,538000,467000,380000,Approved
834,0,Not Graduate,No,547000,3334000,20,739,1893000,804000,489000,516000,Approved
835,1,Graduate,No,429000,1167000,10,638,1026000,297000,188000,76000,Rejected
836,0,Graduate,No,391000,955000,25,653,984000,304000,76000,759000,Rejected
837,1,Graduate,No,566000,3554000,15,581,667000,734000,2216000,354000,Rejected
838,3,Graduate,No,1770000,4215000,20,726,5168000,3741000,1641000,536000,Approved
839,3,Not Graduate,No,2311000,5000000,15,618,4816000,729000,9106000,3869000,Approved
840,1,Graduate,No,563000,3912000,15,628,1016000,1021000,1252000,1006000,Rejected
841,2,Not Graduate,No,2415000,5000000,15,702,6453000,6011000,2048000,1527000,Approved
842,1,Graduate,No,716000,5000000,10,634,1067000,1342000,477000,802000,Approved
843,2,Graduate,No,2189000,5000000,20,630,3665000,2416000,1933000,3454000,Approved
844,2,Not Graduate,No,659000,3406000,25,651,1573000,1205000,1001000,61000,Rejected
845,1,Graduate,No,762000,5000000,15,718,1788000,1640000,685000,1505000,Approved
846,1,Not Graduate,No,888000,2506000,20,790,3026000,1706000,2956000,605000,Approved
847,5,Not Graduate,Yes,5000000,5000000,25,700,10506000,159000,7657000,4928000,Approved
848,2,Graduate,No,1217000,3146000,15,718,1615000,400000,2623000,181000,Rejected
849,2,Graduate,Yes,442000,3306000,20,633,539000,118000,908000,63000,Rejected
850,0,Graduate,No,1314000,5000000,15,590,2640000,105000,3511000,352000,Rejected
851,1,Graduate,No,553000,2743000,15,706,377000,988000,2206000,374000,Rejected
852,1,Graduate,No,509000,2498000,10,665,1111000,340000,931000,940000,Approved
853,5,Graduate,No,1264000,3903000,10,529,1958000,2281000,1717000,1334000,Approved
854,0,Graduate,No,714000,2910000,20,622,1018000,1189000,2784000,489000,Rejected
855,1,Not Graduate,No,839000,5000000,20,643,768000,1098000,3348000,780000,Rejected
856,5,Not Graduate,No,706000,3703000,10,607,1331000,105000,2221000,400000,Rejected
857,2,Graduate,Yes,871000,4508000,25,776,366000,665000,2797000,1103000,Approved
858,1,Graduate,No,923000,2927000,15,691,2070000,63000,1559000,959000,Approved
859,2,Graduate,Yes,199000,1222000,15,767,242000,453000,438000,157000,Approved
860,2,Graduate,No,1080000,4700000,25,672,3452000,833000,1590000,1499000,Rejected
861,5,Not Graduate,No,370000,1146000,25,657,734000,88000,930000,301000,Rejected
862,0,Not Graduate,No,274000,2100000,20,570,767000,2000,910000,445000,Rejected
863,3,Not Graduate,No,674000,3397000,15,651,2038000,1030000,1051000,820000,Approved
864,1,Graduate,No,739000,3819000,10,651,2300000,1147000,1616000,328000,Rejected
865,3,Not Graduate,No,446000,3518000,15,534,1376000,1109000,1393000,164000,Rejected
866,4,Not Graduate,No,1201000,5000000,20,604,1227000,867000,1098000,659000,Approved
867,4,Graduate,No,293000,2244000,15,623,372000,34000,727000,539000,Rejected
868,4,Graduate,No,537000,3313000,20,685,1378000,1046000,1678000,889000,Approved
869,3,Graduate,No,479000,2778000,10,689,968000,365000,145000,932000,Approved
870,0,Graduate,No,679000,2313000,15,601,1528000,561000,740000,1019000,Approved
871,0,Graduate,No,839000,1939000,15,690,2071000,1904000,167000,1538000,Approved
872,1,Graduate,No,364000,1684000,20,635,242000,524000,46000,270000,Rejected
873,2,Graduate,No,1121000,2310000,20,406,940000,1122000,2200000,1411000,Rejected
874,1,Not Graduate,No,729000,1769000,25,609,1707000,1732000,2065000,593000,Rejected
875,3,Not Graduate,No,205000,1142000,25,742,472000,136000,327000,356000,Rejected
876,3,Not Graduate,No,196000,1244000,20,507,571000,11000,494000,391000,Rejected
877,5,Not Graduate,Yes,694000,2087000,10,660,1749000,401000,588000,1044000,Approved
878,2,Graduate,No,606000,3875000,25,785,585000,67000,2037000,954000,Approved
879,3,Not Graduate,No,654000,5000000,25,585,343000,667000,990000,1156000,Rejected
880,3,Graduate,No,687000,4437000,25,650,1066000,1427000,1964000,162000,Rejected
881,5,Not Graduate,Yes,811000,5000000,15,539,1207000,1977000,492000,802000,Rejected
882,3,Not Graduate,Yes,1296000,5000000,10,788,3571000,2269000,4265000,1916000,Approved
883,1,Graduate,No,340000,1138000,20,643,833000,787000,721000,418000,Rejected
884,0,Graduate,No,327000,1362000,15,654,1011000,334000,1270000,361000,Rejected
885,5,Graduate,No,344000,2647000,15,765,658000,260000,578000,276000,Approved
886,3,Graduate,No,845000,5000000,15,706,1034000,326000,2961000,405000,Approved
887,3,Graduate,No,1572000,5000000,20,576,3008000,1968000,2684000,2906000,Rejected
888,3,Graduate,No,529000,4133000,15,595,524000,432000,275000,784000,Rejected
889,3,Graduate,No,138000,468000,20,692,68000,37000,384000,172000,Approved
890,3,Graduate,No,231000,908000,20,597,439000,538000,188000,50000,Rejected
891,4,Not Graduate,No,407000,2389000,20,470,661000,126000,1310000,109000,Rejected
892,4,Graduate,No,487000,1045000,5,645,196000,901000,685000,435000,Approved
893,1,Not Graduate,No,537000,2914000,25,524,1401000,91000,1638000,159000,Rejected
894,0,Graduate,No,718000,4920000,15,787,1696000,946000,1420000,244000,Approved
895,0,Graduate,No,572000,3239000,15,665,307000,965000,1255000,119000,Approved
896,2,Graduate,No,1385000,5000000,15,573,3562000,812000,4107000,863000,Rejected
897,3,Not Graduate,No,451000,2861000,15,591,255000,85000,1215000,32000,Rejected
898,4,Graduate,Yes,400000,1150000,20,489,783000,593000,1076000,591000,Rejected
899,2,Graduate,No,956000,5000000,5,557,2190000,1441000,2552000,1165000,Rejected
900,1,Graduate,No,258000,672000,25,736,489000,201000,615000,268000,Approved
901,2,Graduate,No,902000,5000000,10,840,2428000,848000,2930000,1781000,Approved
902,3,Graduate,Yes,748000,3730000,25,712,1147000,85000,950000,740000,Approved
903,2,Graduate,No,636000,2908000,20,642,624000,470000,514000,1110000,Rejected
904,0,Graduate,Yes,1965000,5000000,5,613,3648000,4336000,5830000,824000,Approved
905,1,Not Graduate,No,467000,1495000,20,569,652000,200000,1030000,264000,Rejected
906,2,Graduate,No,2671000,5000000,15,825,2094000,3125000,9649000,1845000,Approved
907,2,Graduate,No,605000,4294000,25,634,1094000,1024000,2338000,1199000,Rejected
908,3,Graduate,No,305000,2076000,20,830,288000,612000,1062000,555000,Approved
909,4,Not Graduate,No,733000,2183000,20,768,1323000,149000,1639000,678000,Approved
910,0,Graduate,No,348000,2102000,15,502,764000,515000,1058000,590000,Rejected
911,1,Graduate,No,429000,3063000,25,593,1203000,673000,602000,217000,Approved
912,1,Graduate,No,906000,5000000,20,593,2745000,447000,143000,1092000,Rejected
913,1,Not Graduate,No,1004000,4572000,20,643,2448000,77000,3156000,367000,Approved
914,2,Graduate,No,467000,1069000,15,645,1475000,986000,1470000,547000,Rejected
915,0,Not Graduate,No,1330000,5000000,15,900,2773000,1463000,175000,643000,Approved
916,0,Not Graduate,No,1485000,5000000,20,558,3821000,226000,5150000,1770000,Rejected
917,3,Graduate,No,1781000,5000000,20,669,4925000,2574000,6300000,1578000,Approved
918,0,Graduate,No,988000,5000000,20,702,2904000,931000,1334000,1126000,Rejected
919,3,Graduate,No,1698000,5000000,20,650,4595000,340000,284000,619000,Approved
920,1,Graduate,Yes,206000,1444000,20,659,657000,148000,724000,214000,Rejected
921,1,Graduate,No,569000,1398000,15,561,1032000,465000,213000,379000,Approved
922,0,Graduate,No,398000,2565000,20,659,1334000,572000,400000,132000,Rejected
923,0,Graduate,Yes,756000,5000000,15,693,1195000,762000,1675000,775000,Rejected
924,1,Graduate,No,483000,3852000,25,678,253000,129000,1586000,155000,Rejected
925,3,Graduate,No,628000,4737000,15,698,554000,997000,1978000,555000,Rejected
926,4,Graduate,No,2379000,5000000,20,770,4964000,4335000,6558000,1618000,Approved
927,0,Graduate,No,627000,2303000,25,730,217000,795000,2089000,695000,Approved
928,0,Graduate,No,916000,5000000,20,656,736000,145000,2540000,910000,Rejected
929,0,Graduate,Yes,602000,4556000,15,550,901000,155000,1557000,188000,Rejected
930,3,Not Graduate,Yes,735000,3827000,20,599,1689000,1736000,554000,437000,Rejected
931,1,Graduate,No,703000,3102000,10,631,583000,333000,1276000,798000,Rejected
932,1,Graduate,No,937000,2488000,5,671,2005000,720000,1743000,1571000,Approved
933,4,Not Graduate,No,1493000,5000000,20,609,3616000,2566000,257000,247000,Approved
934,4,Graduate,No,2042000,5000000,20,570,5603000,4042000,3434000,464000,Approved
935,3,Graduate,Yes,856000,3787000,5,549,2066000,1950000,844000,1373000,Rejected
936,0,Graduate,No,1027000,4556000,25,510,1130000,1015000,462000,732000,Rejected
937,1,Graduate,No,331000,1801000,15,630,1156000,821000,738000,182000,Rejected
938,1,Not Graduate,No,661000,1432000,25,525,2077000,172000,677000,329000,Rejected
939,3,Not Graduate,No,1290000,5000000,20,565,1929000,2666000,1087000,2506000,Rejected
940,3,Graduate,Yes,1229000,4596000,25,617,483000,836000,3894000,1285000,Approved
941,0,Graduate,No,803000,2285000,20,536,1599000,1881000,2617000,292000,Rejected
942,4,Not Graduate,No,1245000,2531000,25,682,3820000,2705000,3333000,1048000,Approved
943,2,Graduate,No,963000,5000000,20,713,2822000,1835000,809000,538000,Rejected
944,3,Not Graduate,No,1527000,5000000,10,603,4844000,2305000,3921000,579000,Approved
945,0,Not Graduate,Yes,845000,2173000,15,613,2875000,453000,2435000,1655000,Rejected
946,1,Graduate,No,556000,1620000,20,696,1435000,642000,562000,510000,Approved
947,0,Graduate,No,871000,4083000,10,589,714000,76000,539000,1218000,Rejected
948,3,Graduate,No,120000,374000,25,583,50000,213000,215000,216000,Rejected
949,0,Graduate,No,898000,5000000,10,752,704000,260000,1576000,405000,Approved
950,1,Graduate,No,120000,282000,25,725,113000,77000,84000,36000,Approved
951,3,Graduate,No,228000,1208000,15,701,113000,140000,193000,127000,Approved
952,3,Graduate,No,939000,4035000,20,729,1644000,1850000,1924000,1352000,Approved
953,3,Not Graduate,No,955000,4574000,25,482,2682000,957000,2060000,759000,Rejected
954,3,Graduate,No,329000,1496000,15,765,103000,440000,723000,330000,Approved
955,3,Not Graduate,No,441000,1287000,20,683,1266000,230000,1733000,39000,Approved
956,3,Graduate,No,1706000,5000000,10,736,5563000,1425000,434000,99000,Approved
957,1,Not Graduate,No,511000,1221000,20,683,402000,654000,1618000,431000,Approved
958,0,Not Graduate,No,3008000,5000000,20,654,1108000,1460000,4428000,1032000,Approved
959,2,Not Graduate,No,699000,5000000,15,627,1282000,1205000,2122000,1113000,Rejected
960,0,Graduate,Yes,913000,3359000,5,681,2811000,1025000,2710000,1739000,Rejected
961,2,Not Graduate,No,2002000,5000000,15,624,5321000,4923000,5040000,3714000,Approved
962,2,Graduate,No,762000,2105000,10,724,313000,470000,1952000,730000,Approved
963,0,Not Graduate,No,365000,2384000,20,515,896000,361000,981000,222000,Rejected
964,3,Graduate,No,652000,4919000,15,604,1902000,1507000,1966000,648000,Rejected
965,3,Graduate,No,684000,4609000,25,824,798000,1515000,420000,173000,Approved
966,2,Graduate,No,288000,1635000,25,597,689000,349000,434000,545000,Rejected
967,4,Graduate,Yes,593000,4079000,25,630,1115000,183000,2007000,806000,Rejected
968,1,Graduate,No,432000,1912000,20,575,414000,441000,966000,263000,Rejected
969,1,Graduate,Yes,1277000,5000000,15,679,4067000,1875000,810000,1955000,Approved
970,1,Graduate,No,716000,4862000,20,587,726000,455000,2757000,378000,Rejected
971,2,Not Graduate,No,582000,1170000,20,634,1740000,278000,2300000,882000,Approved
972,1,Graduate,No,653000,3217000,25,722,1662000,868000,1371000,544000,Rejected
973,4,Graduate,No,809000,2902000,15,591,815000,356000,1763000,1403000,Approved
974,1,Not Graduate,No,1045000,2631000,5,717,2692000,2285000,1295000,2069000,Approved
975,2,Graduate,No,366000,2590000,25,720,140000,68000,773000,247000,Approved
976,2,Not Graduate,No,356000,729000,20,740,376000,879000,1381000,400000,Approved
977,1,Graduate,No,1435000,5000000,10,662,1741000,1930000,1568000,738000,Approved
978,3,Graduate,Yes,535000,4242000,20,900,1683000,1316000,689000,862000,Approved
979,3,Graduate,Yes,279000,1365000,5,740,901000,524000,1004000,282000,Approved
980,3,Not Graduate,No,934000,3948000,20,678,1090000,357000,1494000,1838000,Approved
981,2,Not Graduate,No,946000,5000000,15,576,1721000,538000,3683000,1683000,Rejected
982,2,Not Graduate,No,259000,1769000,15,642,891000,69000,379000,151000,Rejected
983,2,Graduate,Yes,813000,2798000,15,771,1977000,1482000,96000,230000,Approved
984,3,Not Graduate,No,1129000,3956000,15,795,591000,476000,4312000,1421000,Approved
985,1,Graduate,No,893000,5000000,15,776,1386000,1595000,915000,598000,Approved
986,2,Graduate,Yes,1056000,5000000,15,717,1741000,2269000,2964000,575000,Approved
987,0,Graduate,No,281000,1065000,15,543,360000,289000,80000,313000,Rejected
988,3,Not Graduate,No,868000,3698000,20,691,1705000,1434000,2620000,954000,Approved
989,0,Not Graduate,No,575000,4577000,20,544,1527000,1287000,551000,632000,Rejected
990,5,Graduate,No,511000,1562000,20,524,1284000,962000,1646000,319000,Rejected
991,0,Not Graduate,No,1233000,3035000,15,670,1757000,403000,4771000,435000,Approved
992,1,Graduate,No,1831000,5000000,5,694,4865000,1339000,506000,747000,Approved
993,1,Graduate,Yes,2247000,4821000,20,727,4514000,3009000,3450000,3268000,Approved
994,1,Graduate,Yes,1645000,5000000,25,692,4544000,1087000,4757000,1584000,Approved
995,1,Not Graduate,No,652000,3738000,25,695,433000,825000,2599000,629000,Approved
996,3,Graduate,No,880000,5000000,25,566,1404000,2096000,1334000,1720000,Rejected
997,0,Graduate,No,1152000,5000000,20,641,1800000,1305000,4585000,2120000,Approved
998,1,Not Graduate,Yes,757000,3257000,25,522,1079000,495000,2730000,134000,Rejected
999,0,Graduate,No,762000,4158000,15,480,1931000,279000,2214000,1223000,Rejected
1000,1,Not Graduate,No,1196000,5000000,20,713,2491000,2694000,1901000,638000,Approved
1001,4,Graduate,No,674000,4597000,25,586,1034000,387000,1479000,983000,Rejected
1002,1,Graduate,No,436000,2946000,20,724,879000,211000,1268000,169000,Rejected
1003,3,Not Graduate,No,535000,3204000,15,744,1366000,737000,1484000,178000,Approved
1004,2,Graduate,No,1057000,5000000,15,597,2601000,1220000,1295000,1989000,Approved
1005,2,Graduate,No,701000,4927000,15,700,1917000,676000,1593000,798000,Approved
1006,3,Graduate,No,873000,2444000,15,594,2641000,1263000,2930000,639000,Approved
1007,0,Not Graduate,No,1082000,5000000,20,493,2885000,1540000,2113000,1934000,Rejected
1008,4,Graduate,No,549000,4035000,20,660,481000,94000,1267000,338000,Rejected
1009,2,Not Graduate,Yes,1144000,4491000,15,610,3442000,1187000,1576000,200000,Rejected
1010,1,Not Graduate,No,895000,1898000,20,613,1219000,1613000,648000,734000,Approved
1011,4,Graduate,No,314000,1766000,15,818,763000,300000,112000,449000,Approved
1012,1,Graduate,No,1788000,5000000,20,520,6206000,4460000,3010000,2398000,Rejected
1013,5,Graduate,Yes,506000,3288000,15,683,629000,298000,1297000,493000,Approved
1014,4,Graduate,Yes,239000,1230000,20,565,278000,297000,732000,250000,Rejected
1015,1,Graduate,No,355000,873000,20,727,313000,598000,152000,384000,Approved
1016,1,Graduate,Yes,360000,1249000,20,675,1242000,493000,483000,281000,Rejected
1017,3,Graduate,No,724000,5000000,20,682,1206000,71000,2354000,153000,Rejected
1018,1,Not Graduate,No,586000,1305000,15,570,1646000,753000,315000,210000,Approved
1019,3,Graduate,No,562000,3608000,20,585,257000,1358000,2233000,822000,Rejected
1020,0,Graduate,No,1047000,3928000,10,729,919000,1064000,2688000,1706000,Approved
1021,1,Graduate,No,873000,4117000,15,801,438000,254000,3288000,717000,Approved
1022,2,Graduate,No,860000,4460000,20,691,2503000,46000,2535000,595000,Approved
1023,3,Graduate,No,914000,3199000,20,574,586000,942000,3527000,1129000,Rejected
1024,3,Not Graduate,No,1045000,5000000,25,679,3401000,484000,2816000,97000,Rejected
1025,2,Graduate,No,178000,1097000,15,856,431000,371000,204000,207000,Approved
1026,1,Graduate,No,552000,1386000,20,659,1772000,1314000,1778000,532000,Approved
1027,2,Not Graduate,No,170000,721000,15,774,273000,400000,167000,155000,Approved
1028,1,Graduate,No,717000,4636000,20,587,1421000,671000,1652000,38000,Rejected
1029,1,Not Graduate,No,698000,4418000,20,646,271000,794000,1085000,1318000,Rejected
1030,1,Graduate,No,1381000,5000000,20,703,2473000,1088000,4442000,536000,Approved
1031,2,Not Graduate,No,1515000,5000000,25,684,3318000,489000,4639000,410000,Approved
1032,1,Not Graduate,Yes,799000,2114000,20,585,497000,1117000,2772000,641000,Approved
1033,0,Not Graduate,No,506000,1371000,15,581,1741000,236000,538000,794000,Rejected
1034,3,Graduate,No,960000,5000000,25,734,301000,143000,3831000,1480000,Approved
1035,0,Graduate,Yes,497000,3062000,25,751,574000,1055000,1611000,521000,Approved
1036,5,Not Graduate,No,699000,4814000,15,779,1587000,1395000,1124000,784000,Approved
1037,1,Graduate,No,1329000,4102000,5,803,2515000,3078000,795000,1246000,Approved
1038,0,Graduate,No,487000,2484000,15,661,519000,399000,712000,48000,Rejected
1039,4,Graduate,No,1182000,5000000,20,624,4087000,2573000,608000,700000,Approved
1040,2,Graduate,No,1087000,3633000,25,765,983000,1083000,2717000,879000,Rejected
1041,3,Graduate,No,376000,1918000,20,711,797000,68000,203000,425000,Approved
1042,2,Graduate,No,1318000,5000000,15,566,884000,1509000,2345000,1760000,Rejected
1043,1,Graduate,No,1102000,3622000,5,562,529000,1526000,2979000,2177000,Approved
1044,3,Graduate,No,748000,3182000,20,692,1392000,808000,1396000,777000,Approved
1045,2,Graduate,No,426000,1405000,15,635,1225000,836000,1507000,579000,Approved
1046,2,Graduate,No,400000,2967000,10,648,800000,352000,416000,769000,Rejected
1047,1,Not Graduate,No,494000,1690000,10,741,612000,1138000,1059000,293000,Approved
1048,1,Graduate,No,996000,2714000,10,715,352000,185000,3647000,931000,Approved
1049,0,Graduate,No,376000,831000,10,763,1244000,677000,556000,547000,Approved
1050,3,Not Graduate,No,930000,2111000,20,486,910000,2160000,1808000,1071000,Approved
1051,1,Graduate,Yes,312000,983000,15,672,667000,431000,1166000,559000,Approved
1052,5,Graduate,No,613000,3463000,15,709,214000,1347000,1255000,707000,Rejected
1053,1,Graduate,No,752000,1584000,20,520,460000,1301000,2610000,1390000,Approved
1054,2,Graduate,No,3430000,5000000,25,594,2897000,125000,12924000,1165000,Approved
1055,1,Graduate,No,286000,672000,20,579,189000,480000,314000,462000,Approved
1056,3,Graduate,No,1822000,5000000,20,652,3641000,2991000,5766000,849000,Approved
1057,3,Not Graduate,No,772000,1769000,20,788,1212000,0,2046000,113000,Approved
1058,2,Graduate,No,914000,5000000,20,822,2618000,935000,3609000,245000,Approved
1059,1,Graduate,No,756000,4635000,20,581,508000,73000,1802000,894000,Rejected
1060,3,Graduate,Yes,935000,5000000,20,695,1570000,685000,2984000,577000,Approved
1061,1,Graduate,Yes,633000,2118000,20,697,1057000,1561000,917000,209000,Rejected
1062,2,Graduate,No,1801000,5000000,15,683,1871000,4234000,4439000,2299000,Approved
1063,3,Not Graduate,No,520000,3194000,15,684,316000,890000,1631000,521000,Rejected
1064,1,Not Graduate,No,1461000,3419000,15,676,488000,1340000,5655000,1157000,Approved
1065,3,Graduate,No,460000,2137000,15,793,166000,456000,498000,504000,Approved
1066,3,Graduate,No,673000,4446000,15,744,1060000,64000,274000,1164000,Approved
1067,0,Graduate,No,349000,1349000,20,560,165000,295000,1364000,511000,Rejected
1068,1,Graduate,No,941000,4036000,20,718,1470000,1845000,2306000,956000,Rejected
1069,2,Graduate,No,1791000,5000000,10,726,3044000,2325000,300000,2962000,Rejected
1070,3,Graduate,No,666000,1554000,15,677,1149000,794000,1417000,1153000,Approved
1071,2,Graduate,No,616000,4806000,15,746,563000,140000,2310000,483000,Rejected
1072,2,Graduate,Yes,339000,1033000,20,666,643000,779000,1335000,116000,Approved
1073,1,Graduate,No,603000,1302000,15,667,938000,427000,826000,165000,Approved
1074,0,Graduate,No,249000,506000,5,660,863000,238000,784000,323000,Approved
1075,0,Graduate,No,387000,1702000,10,478,172000,320000,731000,726000,Rejected
1076,1,Graduate,No,811000,5000000,20,643,383000,667000,1340000,102000,Rejected
1077,0,Graduate,No,1650000,5000000,10,593,4849000,2472000,5044000,1682000,Rejected
1078,0,Graduate,Yes,4346000,5000000,20,549,5003000,6813000,5010000,1863000,Approved
1079,2,Graduate,No,478000,2487000,20,772,425000,715000,843000,519000,Approved
1080,2,Graduate,No,1779000,5000000,25,693,5512000,305000,1888000,3061000,Approved
1081,0,Not Graduate,No,820000,3538000,20,647,1644000,1988000,538000,1299000,Approved
1082,2,Graduate,No,634000,1445000,5,602,1440000,1132000,1001000,1233000,Approved
